player_id,match_date,player_skill,opponent_skill,win
1,2025-01-05,1135.027411281384,656.7933503378622,1
1,2025-01-06,1135.027411281384,748.3960177467326,1
1,2025-01-07,1135.027411281384,1175.827664807908,0
2,2025-01-06,1262.814996304921,810.2502609464,1
2,2025-01-07,1262.814996304921,1341.8685063491503,0
2,2025-01-08,1262.814996304921,1130.2539135954707,1
2,2025-01-13,1262.814996304921,812.4602226911975,0
2,2025-01-14,1262.814996304921,726.5122417026191,1
3,2025-01-04,1196.1265030219868,1093.440931449185,1
3,2025-01-06,1196.1265030219868,1054.4473450654775,1
3,2025-01-10,1196.1265030219868,988.5459178355795,1
3,2025-01-11,1196.1265030219868,1274.9222535153108,1
3,2025-01-12,1196.1265030219868,1071.9361695372643,1
3,2025-01-26,1196.1265030219868,1056.2460984437207,1
3,2025-01-31,1196.1265030219868,1297.9198818895297,0
4,2025-01-02,1405.3604737873811,1411.9835816828947,0
5,2025-01-05,1327.8607766738191,1215.743810160603,1
5,2025-01-06,1327.8607766738191,996.2730322653784,1
5,2025-01-07,1327.8607766738191,696.4253092825923,1
5,2025-01-12,1327.8607766738191,920.9106922419453,1
5,2025-01-14,1327.8607766738191,917.464095810285,0
5,2025-01-17,1327.8607766738191,1029.3932552425904,1
5,2025-01-19,1327.8607766738191,1255.584257980597,0
5,2025-01-22,1327.8607766738191,1066.3569602404566,0
6,2025-01-03,687.4686099770001,1086.693130011128,0
6,2025-01-04,687.4686099770001,598.8847654160518,1
6,2025-01-05,687.4686099770001,1096.0670093906954,0
6,2025-01-08,687.4686099770001,943.8146751584452,0
6,2025-01-10,687.4686099770001,998.206734847252,0
7,2025-01-11,810.5141909878647,1120.8265221148067,0
7,2025-01-12,810.5141909878647,1144.198214490593,0
7,2025-01-14,810.5141909878647,1145.9715828846374,0
7,2025-01-15,810.5141909878647,1135.270852949764,0
8,2025-01-01,1007.3935041098216,1024.351722061886,1
8,2025-01-03,1007.3935041098216,1094.9266971133584,0
9,2025-01-05,1141.518364394924,992.2552733947532,0
9,2025-01-06,1141.518364394924,1317.9753780485867,0
9,2025-01-10,1141.518364394924,1130.0038212236338,1
10,2025-01-08,720.204982263358,1013.3696499282056,1
10,2025-01-11,720.204982263358,1180.4154046791152,0
10,2025-01-13,720.204982263358,1188.4038314083064,0
10,2025-01-15,720.204982263358,1051.6851541576698,0
10,2025-01-19,720.204982263358,1359.2136658503366,0
10,2025-01-21,720.204982263358,1080.1153542855573,0
10,2025-01-23,720.204982263358,992.3191328661826,0
10,2025-01-25,720.204982263358,1306.2965795043256,0
10,2025-01-27,720.204982263358,1033.3934558215708,0
10,2025-01-28,720.204982263358,1040.4780914618268,0
10,2025-01-29,720.204982263358,719.4186700883187,0
10,2025-01-30,720.204982263358,1175.6870152331912,0
10,2025-01-31,720.204982263358,943.0190466756939,1
10,2025-02-01,720.204982263358,886.5476570684837,0
10,2025-02-02,720.204982263358,1126.3407415469142,0
10,2025-02-03,720.204982263358,937.9802413246352,0
12,2025-01-07,743.2272235986859,787.3291000339362,1
12,2025-01-09,743.2272235986859,1204.3249528799897,0
12,2025-01-10,743.2272235986859,876.6449276960584,0
12,2025-01-12,743.2272235986859,730.4008431265663,1
12,2025-01-14,743.2272235986859,915.7286384459117,0
13,2025-01-01,1124.2693479938205,667.2527066115977,1
13,2025-01-02,1124.2693479938205,941.5986647590564,0
14,2025-01-06,897.7155040043158,816.0375448259423,1
14,2025-01-07,897.7155040043158,1245.771310040112,0
14,2025-01-08,897.7155040043158,1092.215606459287,1
16,2025-01-05,544.4874786301831,1455.8833473702725,0
17,2025-01-02,860.9021421805184,868.7064727348231,0
18,2025-01-03,1026.2110399454805,1356.5811200130288,0
18,2025-01-04,1026.2110399454805,950.5319225949686,0
19,2025-01-03,1195.509040370863,980.3327315615002,0
20,2025-01-07,749.9948934431902,1074.3438477380087,0
20,2025-01-08,749.9948934431902,1121.9760094380838,1
20,2025-01-11,749.9948934431902,992.0147073253272,0
20,2025-01-13,749.9948934431902,1068.4212079300837,0
21,2025-01-02,1383.4518296852245,787.0734732895397,1
21,2025-01-03,1383.4518296852245,1270.3676471490771,1
21,2025-01-04,1383.4518296852245,948.1552236429042,1
21,2025-01-07,1383.4518296852245,772.1589656765336,1
21,2025-01-08,1383.4518296852245,1008.6952602069797,1
21,2025-01-11,1383.4518296852245,1178.0351085440948,1
21,2025-01-15,1383.4518296852245,671.001732901685,1
21,2025-01-16,1383.4518296852245,885.6104718830246,1
21,2025-01-20,1383.4518296852245,952.8619233879676,1
21,2025-01-30,1383.4518296852245,1086.8258850111845,0
22,2025-01-03,1198.880008417716,946.497032471824,1
22,2025-01-04,1198.880008417716,1142.391493343453,0
22,2025-01-06,1198.880008417716,806.1897896924834,1
24,2025-01-04,1017.8790557863226,991.111405627742,1
24,2025-01-05,1017.8790557863226,1109.1700995667188,1
24,2025-01-09,1017.8790557863226,737.6135690231843,1
24,2025-01-14,1017.8790557863226,911.2777546450797,0
24,2025-01-15,1017.8790557863226,925.7340929935347,0
24,2025-01-17,1017.8790557863226,996.7672330762468,1
24,2025-01-18,1017.8790557863226,906.3029212283366,1
24,2025-01-19,1017.8790557863226,806.4495743012575,1
24,2025-01-27,1017.8790557863226,1231.1988033521654,0
24,2025-01-31,1017.8790557863226,1276.4771680741069,1
25,2025-01-02,1176.6073557061761,1253.86165765837,0
26,2025-01-09,836.2613151547719,1179.557382337957,0
26,2025-01-10,836.2613151547719,1033.048010012985,0
26,2025-01-11,836.2613151547719,1002.5043728659573,0
27,2025-01-01,1002.186602648638,703.7106040694418,1
27,2025-01-02,1002.186602648638,1369.566205773525,0
27,2025-01-03,1002.186602648638,979.2531527597283,1
27,2025-01-07,1002.186602648638,954.2345388286717,1
27,2025-01-08,1002.186602648638,1008.8599322790554,1
27,2025-01-10,1002.186602648638,642.8905402236305,1
27,2025-01-14,1002.186602648638,1002.714731876841,1
29,2025-01-02,807.7219648211388,1242.727398343353,0
30,2025-01-07,931.4945923425212,1443.6533986241732,0
31,2025-01-09,1011.4702539959363,936.3421557300394,1
31,2025-01-12,1011.4702539959363,779.3484863876774,1
31,2025-01-15,1011.4702539959363,994.6626037410928,1
31,2025-01-20,1011.4702539959363,655.7991377658041,1
31,2025-01-21,1011.4702539959363,1126.1855028685852,0
31,2025-01-26,1011.4702539959363,1153.361677078704,0
31,2025-01-28,1011.4702539959363,963.5715008659158,1
31,2025-02-02,1011.4702539959363,1325.4148536951998,0
31,2025-02-04,1011.4702539959363,1065.9602454680041,0
31,2025-02-05,1011.4702539959363,1009.2831797213144,0
33,2025-01-04,1121.4543230815398,758.7955257183762,1
33,2025-01-05,1121.4543230815398,822.8058532204446,1
33,2025-01-06,1121.4543230815398,908.2246309950006,1
33,2025-01-13,1121.4543230815398,796.4830445573249,0
33,2025-01-14,1121.4543230815398,735.9845624525396,1
33,2025-01-16,1121.4543230815398,952.2494795873131,1
33,2025-01-19,1121.4543230815398,612.9140080572388,1
33,2025-01-20,1121.4543230815398,890.1682116472447,0
33,2025-01-22,1121.4543230815398,702.4276593018753,1
33,2025-01-24,1121.4543230815398,774.9627796537677,1
33,2025-01-27,1121.4543230815398,932.4244449052386,1
33,2025-01-28,1121.4543230815398,1000.4463244324804,1
33,2025-01-29,1121.4543230815398,862.177640455642,0
33,2025-01-31,1121.4543230815398,1093.5380207717772,0
33,2025-02-02,1121.4543230815398,936.3682996764143,1
34,2025-01-01,1120.1466030291183,1062.7446365793814,0
34,2025-01-02,1120.1466030291183,703.0790416160694,1
34,2025-01-08,1120.1466030291183,711.2148905852487,1
34,2025-01-14,1120.1466030291183,1088.9707075114975,1
35,2025-01-09,1011.9826474182522,1064.835461719399,0
35,2025-01-10,1011.9826474182522,1006.9824937652461,1
36,2025-01-08,971.424355441742,962.3061926498746,0
36,2025-01-09,971.424355441742,565.8034129686462,1
36,2025-01-10,971.424355441742,1468.9339790606862,0
36,2025-01-11,971.424355441742,1141.5046027332207,0
36,2025-01-15,971.424355441742,725.8205282999728,1
36,2025-01-17,971.424355441742,1138.5344068505462,0
37,2025-01-02,825.7974673772574,1389.9991160834636,0
37,2025-01-03,825.7974673772574,1173.6888621191863,0
38,2025-01-07,1385.5625994877144,986.11538261739,1
38,2025-01-08,1385.5625994877144,1242.647967652948,1
38,2025-01-09,1385.5625994877144,805.7334613571722,1
38,2025-01-12,1385.5625994877144,605.1737247871682,1
38,2025-01-15,1385.5625994877144,483.64847948494526,1
38,2025-01-19,1385.5625994877144,833.4958254192006,1
38,2025-01-20,1385.5625994877144,742.1856212741122,1
38,2025-01-24,1385.5625994877144,936.3331889167448,1
38,2025-01-25,1385.5625994877144,953.29309128333,0
38,2025-02-02,1385.5625994877144,1225.8994683286164,1
39,2025-01-04,718.2898785333539,1358.4804130661453,0
39,2025-01-05,718.2898785333539,1071.8110186960732,0
40,2025-01-10,1266.845838834538,603.062411710818,1
40,2025-01-11,1266.845838834538,946.5725028116491,1
40,2025-01-12,1266.845838834538,789.9124742488066,1
41,2025-01-09,1169.2236938591868,814.9457430755882,1
41,2025-01-12,1169.2236938591868,783.576143245095,1
41,2025-01-15,1169.2236938591868,885.3243776282081,1
41,2025-01-21,1169.2236938591868,1021.4062797606484,1
41,2025-01-25,1169.2236938591868,1158.8805927937742,1
41,2025-01-26,1169.2236938591868,1123.7918413960958,0
42,2025-01-02,793.076268178551,1363.9877134638332,0
43,2025-01-02,1056.238403582055,1366.5122480712025,1
43,2025-01-03,1056.238403582055,872.6602472048938,1
43,2025-01-08,1056.238403582055,1155.431174887366,1
43,2025-01-15,1056.238403582055,1641.7537213416058,0
43,2025-01-17,1056.238403582055,837.9636393880863,1
43,2025-01-20,1056.238403582055,889.3674675943446,1
43,2025-01-21,1056.238403582055,1262.5263968178267,0
43,2025-01-22,1056.238403582055,1010.7600873350583,1
43,2025-01-24,1056.238403582055,1092.1817995384042,1
43,2025-01-25,1056.238403582055,1081.6600963809128,1
43,2025-01-26,1056.238403582055,1183.3340951354453,0
43,2025-01-27,1056.238403582055,690.8525382382945,1
43,2025-01-30,1056.238403582055,1084.108760513158,1
43,2025-01-31,1056.238403582055,1017.4422213772175,1
44,2025-01-02,1075.3075958493573,1346.0343609971242,1
44,2025-01-04,1075.3075958493573,1284.512065768503,0
45,2025-01-03,1297.09547385451,590.51256284585,1
45,2025-01-04,1297.09547385451,805.9435782102105,1
45,2025-01-05,1297.09547385451,738.8509484243111,1
45,2025-01-12,1297.09547385451,820.1882952588402,1
45,2025-01-13,1297.09547385451,827.3529934039019,1
45,2025-01-14,1297.09547385451,929.9859850843601,1
45,2025-01-15,1297.09547385451,1154.2330813655844,1
45,2025-01-17,1297.09547385451,1003.0515869801517,1
