player_id,skill_rating,signup_date
1,1135.027411281384,2025-01-05
2,1262.814996304921,2025-01-06
3,1196.1265030219868,2025-01-02
4,1405.3604737873811,2025-01-02
5,1327.8607766738191,2025-01-05
6,687.4686099770001,2025-01-03
7,810.5141909878647,2025-01-09
8,1007.3935041098216,2025-01-01
9,1141.518364394924,2025-01-04
10,720.204982263358,2025-01-06
11,1103.8860821028381,2025-01-01
12,743.2272235986859,2025-01-05
13,1124.2693479938205,2025-01-01
14,897.7155040043158,2025-01-05
15,1004.5025948795455,2025-01-08
16,544.4874786301831,2025-01-05
17,860.9021421805184,2025-01-02
18,1026.2110399454805,2025-01-02
19,1195.509040370863,2025-01-02
20,749.9948934431902,2025-01-07
21,1383.4518296852245,2025-01-02
22,1198.880008417716,2025-01-03
23,586.3248569137936,2025-01-07
24,1017.8790557863226,2025-01-04
25,1176.6073557061761,2025-01-02
26,836.2613151547719,2025-01-08
27,1002.186602648638,2025-01-01
28,1167.7342097770384,2025-01-05
29,807.7219648211388,2025-01-01
30,931.4945923425212,2025-01-07
31,1011.4702539959363,2025-01-07
32,793.5204700733642,2025-01-08
33,1121.4543230815398,2025-01-04
34,1120.1466030291183,2025-01-01
35,1011.9826474182522,2025-01-09
36,971.424355441742,2025-01-08
37,825.7974673772574,2025-01-02
38,1385.5625994877144,2025-01-06
39,718.2898785333539,2025-01-04
40,1266.845838834538,2025-01-10
41,1169.2236938591868,2025-01-08
42,793.076268178551,2025-01-02
43,1056.238403582055,2025-01-02
44,1075.3075958493573,2025-01-02
45,1297.09547385451,2025-01-03
46,1010.8931089660377,2025-01-09
47,948.0476689424647,2025-01-07
48,948.4120592296539,2025-01-01
49,922.310834079533,2025-01-08
50,907.3164857767807,2025-01-07
51,881.4673398689987,2025-01-09
52,1326.2230194911167,2025-01-01
53,1242.9333560265804,2025-01-09
54,844.6182142215256,2025-01-07
55,1031.3317664630201,2025-01-03
56,1064.5949483909717,2025-01-03
57,928.1733955405845,2025-01-03
58,1059.5088612883098,2025-01-09
59,1236.7098205163209,2025-01-06
60,1069.9243945071973,2025-01-07
61,910.6008135971038,2025-01-03
62,985.7170043254694,2025-01-10
63,706.6188109296161,2025-01-03
64,1092.8677309275251,2025-01-02
65,894.6207989325782,2025-01-03
66,1031.3767875484177,2025-01-09
67,812.8337540418869,2025-01-07
68,1220.2736384522761,2025-01-07
69,954.3054912380919,2025-01-03
70,1062.7067754090197,2025-01-07
71,974.0455551203082,2025-01-10
72,1203.799166337588,2025-01-06
73,866.3277447655362,2025-01-07
74,1337.2730917897304,2025-01-01
75,1034.8976398975472,2025-01-04
76,929.7651471802615,2025-01-10
77,997.8514906698409,2025-01-07
78,1144.4750609638593,2025-01-10
79,907.4526704007324,2025-01-04
80,925.7419397139261,2025-01-07
81,1185.7850121283693,2025-01-09
82,1044.9901688878306,2025-01-04
83,932.7501144519599,2025-01-02
84,882.0169207500134,2025-01-01
85,870.7649099747254,2025-01-03
86,833.023648525703,2025-01-08
87,975.2565659723027,2025-01-02
88,1087.4338802651228,2025-01-01
89,935.6865808444865,2025-01-10
90,1295.4291973326997,2025-01-01
91,838.1854676115096,2025-01-08
92,936.7543653378955,2025-01-10
93,1445.7023172876457,2025-01-03
94,911.2353040617336,2025-01-05
95,687.1092026752063,2025-01-06
96,955.0482030283188,2025-01-05
97,705.2482197313204,2025-01-04
98,1130.471205029337,2025-01-01
99,1254.854451746874,2025-01-06
100,818.7998493838771,2025-01-07
101,539.3451024815854,2025-01-08
102,1111.4136718283305,2025-01-07
103,1111.419591714199,2025-01-01
104,762.9363115195483,2025-01-01
105,738.6197542102564,2025-01-03
106,1076.2343545106482,2025-01-02
107,1035.260139808126,2025-01-04
108,757.8914934322397,2025-01-09
109,1059.0390736317672,2025-01-06
110,1080.7606261658527,2025-01-09
111,923.0415952791859,2025-01-05
112,1291.6865406853556,2025-01-07
113,1086.0689676342115,2025-01-05
114,995.1358819922542,2025-01-04
115,806.4269146229826,2025-01-08
116,1053.0637740896439,2025-01-05
117,886.5105437543297,2025-01-07
118,535.8596833068638,2025-01-03
119,1275.37717723517,2025-01-10
120,885.3582323842786,2025-01-03
121,1061.5470537656843,2025-01-02
122,912.1864202734241,2025-01-07
123,811.4442702533047,2025-01-10
124,992.6794674610106,2025-01-10
125,959.1000682460327,2025-01-06
126,863.1321084920355,2025-01-08
127,455.5091718016122,2025-01-01
128,770.1809995492962,2025-01-04
129,1045.2476177334843,2025-01-09
130,1543.0298634445035,2025-01-01
131,1052.198146438482,2025-01-06
132,1185.6663466752468,2025-01-09
133,1013.9636901743037,2025-01-06
134,1330.7935081556084,2025-01-05
135,896.0331708549547,2025-01-01
136,856.1175574346396,2025-01-07
137,912.8578335230526,2025-01-10
138,997.9583406778925,2025-01-09
139,1056.3481096932578,2025-01-04
140,1033.3548210316578,2025-01-03
141,882.6610822476255,2025-01-10
142,1027.053681820535,2025-01-05
143,968.9461391792481,2025-01-03
144,859.1856556505842,2025-01-09
145,904.4926924616109,2025-01-09
146,845.2438842218685,2025-01-07
147,1000.3087936824505,2025-01-08
148,1042.5236885035217,2025-01-01
149,1219.4969942706327,2025-01-10
150,837.725779395441,2025-01-07
151,1442.2807151860404,2025-01-02
152,548.5214035578041,2025-01-04
153,937.5076297650478,2025-01-05
154,1280.8632563989904,2025-01-06
155,726.1571508315895,2025-01-07
156,1250.9489674675308,2025-01-04
157,1137.753857671328,2025-01-06
158,589.7955022947805,2025-01-09
159,1189.3949601751012,2025-01-07
160,1101.6024582109198,2025-01-06
161,1146.8110410006539,2025-01-04
162,981.5465296465052,2025-01-01
163,862.9628243178985,2025-01-01
164,750.9838424183044,2025-01-04
165,1019.1267704446209,2025-01-09
166,850.3818034302675,2025-01-05
167,1058.3317866378093,2025-01-01
168,882.3782802151381,2025-01-08
169,965.4179775019039,2025-01-02
170,504.66368879399556,2025-01-05
171,1143.1667583528888,2025-01-10
172,1099.2110048903573,2025-01-10
173,885.6142907603135,2025-01-03
174,1254.2060198862282,2025-01-10
175,789.1903009366357,2025-01-04
176,977.4037753786779,2025-01-04
177,927.3491190979541,2025-01-09
178,973.701637602155,2025-01-07
179,1268.959709740008,2025-01-07
180,1094.9794648764782,2025-01-07
181,643.482546689402,2025-01-08
182,1237.4097842536312,2025-01-05
183,1014.4276107703333,2025-01-03
184,1017.8830896119048,2025-01-10
185,882.1153177026218,2025-01-08
186,906.3654968798313,2025-01-05
187,1204.927964966143,2025-01-01
188,1118.6108100566044,2025-01-05
189,876.5704728761108,2025-01-01
190,1307.5201203147958,2025-01-08
191,736.2801279076263,2025-01-06
192,1142.7825931317725,2025-01-08
193,1184.7350426599041,2025-01-06
194,970.1765713569774,2025-01-07
195,874.3114621689308,2025-01-02
196,868.7016454302792,2025-01-08
197,1013.0969718914423,2025-01-02
198,892.7628313119002,2025-01-02
199,1321.7776186826277,2025-01-06
200,1202.853265951547,2025-01-06
201,847.3152734287539,2025-01-03
